Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Unnamed: 14,Unnamed: 15
Licensed practical nurses,Alberta,Renewal,Age <35,"4,225","4,765","5,086","5,350","5,538","5,742","5,607","5,522","5,591","5,710",,
Licensed practical nurses,Alberta,Renewal,Age 35–54,"4,507","5,008","5,401","5,924","6,438","6,985","7,539","8,014","8,522","8,566",,
Licensed practical nurses,Alberta,Renewal,Age 55+,"1,752","1,767","1,800","1,811","1,826","1,841","1,808","1,793","1,830","1,870",,
Licensed practical nurses,Alberta,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Licensed practical nurses,Alberta,Employment status,Employed in profession,"10,801","11,631","12,272","12,324","13,546","14,407","15,159","15,511","16,094","16,140",,
Licensed practical nurses,Alberta,Employment status,Employed in other than profession and seeking employment in profession,75,77,103,229,276,208,66,70,110,41,,
Licensed practical nurses,Alberta,Employment status,Employed in other than profession and not seeking employment in profession,11,15,12,10,54,45,18,19,28,11,,
Licensed practical nurses,Alberta,Employment status,Not employed and seeking employment in profession,"1,413","1,500","1,535","2,202","1,571","1,184","1,197","1,593","1,845","2,013",,
Licensed practical nurses,Alberta,Employment status,Not employed and not seeking employment in profession,30,38,36,40,66,58,58,58,89,31,,
Licensed practical nurses,Alberta,Employment status,Not stated,0,0,0,0,0,0,0,0,0,0,,
Licensed practical nurses,Alberta,Location of graduation,Canadian educated,"11,576","12,422","12,950","13,705","14,365","14,803","15,428","16,280","17,295","17,567",,
Licensed practical nurses,Alberta,Location of graduation,Internationally educated,754,839,"1,008","1,100","1,148","1,099","1,070",971,871,669,,
Licensed practical nurses,Alberta,Location of graduation,Not stated,0,0,0,0,0,0,0,0,0,0,,
Licensed practical nurses,Alberta,Years since graduation,<5 years,"5,303","5,675","5,722","5,755","5,703","5,364","5,176","5,396","5,900","5,877",,
Licensed practical nurses,Alberta,Years since graduation,5–10 years,"3,348","3,586","4,115","4,791","5,273","5,678","6,078","6,225","6,064","5,659",,
Licensed practical nurses,Alberta,Years since graduation,11–20 years,"1,798","2,171","2,416","2,607","2,933","3,297","3,708","4,083","4,612","4,994",,
Licensed practical nurses,Alberta,Years since graduation,21–30 years,794,792,717,701,717,732,750,825,917,"1,055",,
Licensed practical nurses,Alberta,Years since graduation,31+ years,"1,087","1,037",988,951,887,831,786,722,673,651,,
Licensed practical nurses,Alberta,Years since graduation,Not stated,0,0,0,0,0,0,0,0,0,0,,
Licensed practical nurses,British Columbia,Supply,Total,"11,619","11,775","11,982","12,152","12,351","12,769","13,409","13,627","13,883","14,377",,
Licensed practical nurses,British Columbia,Age,Age <25,560,480,492,495,567,606,660,691,668,667,,
Licensed practical nurses,British Columbia,Age,Age 25–34,"3,542","3,610","3,627","3,599","3,585","3,672","3,849","3,940","3,990","4,069",,
Licensed practical nurses,British Columbia,Age,Age 35–44,"3,069","3,179","3,296","3,412","3,497","3,636","3,869","3,919","4,002","4,125",,
Licensed practical nurses,British Columbia,Age,Age 45–54,"2,623","2,645","2,645","2,688","2,689","2,742","2,876","2,937","2,990","3,127",,
Licensed practical nurses,British Columbia,Age,Age 55–64,"1,615","1,631","1,682","1,705","1,728","1,794","1,832","1,806","1,846","1,946",,
Licensed practical nurses,British Columbia,Age,Age 65+,210,230,240,253,285,319,323,334,387,443,,
Licensed practical nurses,British Columbia,Age,Not stated,0,0,0,0,0,0,0,0,0,0,,
Licensed practical nurses,British Columbia,Age,Average age,41,41.1,41.2,41.4,41.3,41.4,41.2,41.1,41.3,41.5,,
Licensed practical nurses,British Columbia,Sex,Female,"10,442","10,591","10,783","10,942","11,101","11,453","12,036","12,223","12,453","12,891",,
Licensed practical nurses,British Columbia,Sex,Male,"1,177","1,184","1,199","1,210","1,250","1,316","1,373","1,404","1,430","1,486",,
Licensed practical nurses,British Columbia,Sex,Not stated,0,0,0,0,0,0,0,0,0,0,,
Licensed practical nurses,British Columbia,Inflow,Total,"1,699","1,012","1,060",942,"1,103","1,451","1,433","1,229","1,232","1,272",,
Licensed practical nurses,British Columbia,Inflow,Age <35,"1,047",648,711,623,764,878,926,877,822,835,,
Licensed practical nurses,British Columbia,Inflow,Age 35–54,568,337,317,292,315,508,468,316,373,397,,
Licensed practical nurses,British Columbia,Inflow,Age 55+,84,27,32,27,24,65,39,36,37,40,,
Licensed practical nurses,British Columbia,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Licensed practical nurses,British Columbia,Outflow,Total,856,853,772,904,"1,033",793,"1,011",976,778,,,
Licensed practical nurses,British Columbia,Outflow,Age <35,340,346,316,341,404,319,368,411,342,,,
Licensed practical nurses,British Columbia,Outflow,Age 35–54,318,293,256,352,423,247,380,376,299,,,
Licensed practical nurses,British Columbia,Outflow,Age 55+,198,214,200,211,206,227,263,189,137,,,
Licensed practical nurses,British Columbia,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Licensed practical nurses,British Columbia,Renewal,Total,"9,920","10,763","10,922","11,210","11,248","11,318","11,976","12,398","12,651","13,105",,
Licensed practical nurses,British Columbia,Renewal,Age <35,"3,055","3,442","3,408","3,471","3,388","3,400","3,583","3,754","3,836","3,901",,
Licensed practical nurses,British Columbia,Renewal,Age 35–54,"5,124","5,487","5,624","5,808","5,871","5,870","6,277","6,540","6,619","6,855",,
Licensed practical nurses,British Columbia,Renewal,Age 55+,"1,741","1,834","1,890","1,931","1,989","2,048","2,116","2,104","2,196","2,349",,
Licensed practical nurses,British Columbia,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Licensed practical nurses,British Columbia,Employment status,Employed in profession,"10,483","10,832","10,657","11,514","11,821","11,814","12,806","13,144","13,239","13,771",,
Licensed practical nurses,British Columbia,Employment status,Employed in other than profession and seeking employment in profession,82,214,137,63,38,97,131,90,125,116,,
Licensed practical nurses,British Columbia,Employment status,Employed in other than profession and not seeking employment in profession,27,25,22,39,19,13,28,24,32,35,,
Licensed practical nurses,British Columbia,Employment status,Not employed and seeking employment in profession,43,155,103,82,51,102,147,122,155,111,,
Licensed practical nurses,British Columbia,Employment status,Not employed and not seeking employment in profession,37,57,34,49,33,28,50,53,51,39,,
Licensed practical nurses,British Columbia,Employment status,Not stated,947,492,"1,029",405,389,715,247,194,281,305,,
Licensed practical nurses,British Columbia,Location of graduation,Canadian educated,"10,747","11,019","11,243","9,276","9,699","10,299","11,150","11,548","11,937","14,013",,
Licensed practical nurses,British Columbia,Location of graduation,Internationally educated,134,164,161,29,15,17,22,28,31,245,,
Licensed practical nurses,British Columbia,Location of graduation,Not stated,738,592,578,"2,847","2,637","2,453","2,237","2,051","1,915",119,,
Licensed practical nurses,British Columbia,Years since graduation,<5 years,"3,316","2,711","2,341","2,417","2,802","3,129","3,394","3,475","3,512","3,530",,
Licensed practical nurses,British Columbia,Years since graduation,5–10 years,"4,955","5,386","5,492","5,137","4,494","4,147","3,734","3,389","3,130","3,667",,
Licensed practical nurses,British Columbia,Years since graduation,11–20 years,"1,608","2,047","2,337","1,606","2,315","2,936","3,654","4,327","4,920","5,835",,
Licensed practical nurses,British Columbia,Years since graduation,21–30 years,564,576,531,68,73,76,76,76,96,847,,
Licensed practical nurses,British Columbia,Years since graduation,31+ years,863,801,711,85,80,73,61,53,53,458,,
Licensed practical nurses,British Columbia,Years since graduation,Not stated,313,254,570.0,"2,839","2,587","2,408","2,490","2,307","2,172",40.0,,
Licensed practical nurses,Yukon,Supply,Total,112,115,134.0,195,225,227,245,254,254,289.0,,
Licensed practical nurses,Yukon,Age,Age <25,5,5,,9,,,11,,,,,
Licensed practical nurses,Yukon,Age,Age 25–34,34,39,,64,,,96,,,,,
Licensed practical nurses,Yukon,Age,Age 35–44,22,21,,47,,,66,,,,,
Licensed practical nurses,Yukon,Age,Age 45–54,23,24,,36,,,43,,,,,
Licensed practical nurses,Yukon,Age,Age 55–64,25,24,,30,,,27,,,,,
Licensed practical nurses,Yukon,Age,Age 65+,x,x,,9,,,x,,,,,
Licensed practical nurses,Yukon,Age,Not stated,x,x,,0,,,x,,,,,
Licensed practical nurses,Yukon,Age,Average age,42.9,42.5,,41.3,,,40,,,,,
Licensed practical nurses,Yukon,Sex,Female,105,105,120.0,168,,,174,,,,,
Licensed practical nurses,Yukon,Sex,Male,7,10,14.0,27,,,41,,,,,
Licensed practical nurses,Yukon,Sex,Not stated,0,0,0.0,0,,,30,,,,,
Licensed practical nurses,Yukon,Inflow,Total,17,15,,,,,,,,,,
Licensed practical nurses,Yukon,Inflow,Age <35,10,11,,,,,,,,,,
Licensed practical nurses,Yukon,Inflow,Age 35–54,6,x,,,,,,,,,,
Licensed practical nurses,Yukon,Inflow,Age 55+,x,x,,,,,,,,,,
Licensed practical nurses,Yukon,Inflow,Age not stated,x,0,,,,,,,,,,
Licensed practical nurses,Yukon,Outflow,Total,12,,,,,,,,,,,
Licensed practical nurses,Yukon,Outflow,Age <35,5,,,,,,,,,,,
Licensed practical nurses,Yukon,Outflow,Age 35–54,x,,,,,,,,,,,
Licensed practical nurses,Yukon,Outflow,Age 55+,x,,,,,,,,,,,
Licensed practical nurses,Yukon,Outflow,Age not stated,0,,,,,,,,,,,
Licensed practical nurses,Yukon,Renewal,Total,95,100,,,,,,,,,,
Licensed practical nurses,Yukon,Renewal,Age <35,29,33,,,,,,,,,,
Licensed practical nurses,Yukon,Renewal,Age 35–54,39,42,,,,,,,,,,
Licensed practical nurses,Yukon,Renewal,Age 55+,27,25,,,,,,,,,,
Licensed practical nurses,Yukon,Renewal,Age not stated,0,0,,,,,,,,,,
Licensed practical nurses,Yukon,Employment status,Employed in profession,112,110,,,,,,,,,,
Licensed practical nurses,Yukon,Employment status,Employed in other than profession and seeking employment in profession,0,x,,,,,,,,,,
Licensed practical nurses,Yukon,Employment status,Employed in other than profession and not seeking employment in profession,0,x,,,,,,,,,,
Licensed practical nurses,Yukon,Employment status,Not employed and seeking employment in profession,0,0,,,,,,,,,,
Licensed practical nurses,Yukon,Employment status,Not employed and not seeking employment in profession,0,0,,,,,,,,,,
Licensed practical nurses,Yukon,Employment status,Not stated,0,x,,,,,,,,,,
Licensed practical nurses,Yukon,Location of graduation,Canadian educated,109,112,,,,,,,,,,
Licensed practical nurses,Yukon,Location of graduation,Internationally educated,x,x,,,,,,,,,,
Licensed practical nurses,Yukon,Location of graduation,Not stated,x,x,,,,,,,,,,
Licensed practical nurses,Yukon,Years since graduation,<5 years,35,35,,,,,,,,,,
Licensed practical nurses,Yukon,Years since graduation,5–10 years,30,30,,,,,,,,,,
Licensed practical nurses,Yukon,Years since graduation,11–20 years,20,25,,,,,,,,,,
Licensed practical nurses,Yukon,Years since graduation,21–30 years,14,14,,,,,,,,,,
Licensed practical nurses,Yukon,Years since graduation,31+ years,13,11,,,,,,,,,,
Licensed practical nurses,Yukon,Years since graduation,Not stated,0,0,,,,,,,,,,
Licensed practical nurses,Northwest Territories,Supply,Total,108,133,131.0,121.0,115.0,145.0,194.0,189.0,166.0,,,
Licensed practical nurses,Northwest Territories,Age,Age <25,1,1,3.0,3.0,3.0,1.0,,2.0,0.0,,,
Licensed practical nurses,Northwest Territories,Age,Age 25–34,18,30,37.0,33.0,24.0,36.0,,55.0,42.0,,,
Licensed practical nurses,Northwest Territories,Age,Age 35–44,26,32,24.0,26.0,27.0,37.0,,59.0,54.0,,,
Licensed practical nurses,Northwest Territories,Age,Age 45–54,25,26,29.0,25.0,28.0,30.0,,38.0,35.0,,,
Licensed practical nurses,Northwest Territories,Age,Age 55–64,32,35,29.0,27.0,27.0,32.0,,29.0,28.0,,,
Licensed practical nurses,Northwest Territories,Age,Age 65+,6,9,9.0,7.0,6.0,9.0,,6.0,7.0,,,
Licensed practical nurses,Northwest Territories,Age,Not stated,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
Licensed practical nurses,Northwest Territories,Age,Average age,47.5,46.4,45.3,44.6,45.6,45.2,,42.6,43.4,,,
Licensed practical nurses,Northwest Territories,Sex,Female,93,108,106.0,96.0,95.0,121.0,,157.0,140.0,,,
Licensed practical nurses,Northwest Territories,Sex,Male,15,25,25.0,24.0,20.0,24.0,,32.0,26.0,,,
Licensed practical nurses,Northwest Territories,Sex,Not stated,0,0,0.0,1.0,0.0,0.0,,0.0,0.0,,,
Licensed practical nurses,Northwest Territories,Inflow,Total,18,41,23.0,18.0,22.0,45.0,,,9.0,,,
Licensed practical nurses,Northwest Territories,Inflow,Age <35,9,18,14.0,11.0,6.0,18.0,,,5.0,,,
Licensed practical nurses,Northwest Territories,Inflow,Age 35–54,6,14,6.0,5.0,13.0,20.0,,,3.0,,,
Licensed practical nurses,Northwest Territories,Inflow,Age 55+,3,9,3.0,2.0,3.0,7.0,,,1.0,,,
Licensed practical nurses,Northwest Territories,Inflow,Age not stated,0,0,0.0,0.0,0.0,0.0,,,0.0,,,
Licensed practical nurses,Northwest Territories,Outflow,Total,16,25,28.0,28.0,15.0,,,32.0,,,,
Licensed practical nurses,Northwest Territories,Outflow,Age <35,4,5,11.0,13.0,6.0,,,11.0,,,,
Licensed practical nurses,Northwest Territories,Outflow,Age 35–54,5,9,9.0,8.0,6.0,,,15.0,,,,
Licensed practical nurses,Northwest Territories,Outflow,Age 55+,7,11,8.0,7.0,3.0,,,6.0,,,,
Licensed practical nurses,Northwest Territories,Outflow,Age not stated,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,
Licensed practical nurses,Northwest Territories,Renewal,Total,90.0,92.0,108.0,103.0,93.0,100.0,,,157.0,,,
Licensed practical nurses,Northwest Territories,Renewal,Age <35,10.0,13.0,26.0,25.0,21.0,19.0,,,37.0,,,
Licensed practical nurses,Northwest Territories,Renewal,Age 35–54,45.0,44.0,47.0,46.0,42.0,47.0,,,86.0,,,
Licensed practical nurses,Northwest Territories,Renewal,Age 55+,35.0,35.0,35.0,32.0,30.0,34.0,,,34.0,,,
Licensed practical nurses,Northwest Territories,Renewal,Age not stated,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
Licensed practical nurses,Northwest Territories,Employment status,Employed in profession,105.0,116.0,107.0,107.0,111.0,135.0,,181.0,164.0,,,
Licensed practical nurses,Northwest Territories,Employment status,Employed in other than profession and seeking employment in profession,1.0,4.0,2.0,5.0,3.0,1.0,,3.0,0.0,,,
Licensed practical nurses,Northwest Territories,Employment status,Employed in other than profession and not seeking employment in profession,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
Licensed practical nurses,Northwest Territories,Employment status,Not employed and seeking employment in profession,2.0,5.0,1.0,4.0,0.0,0.0,,2.0,0.0,,,
Licensed practical nurses,Northwest Territories,Employment status,Not employed and not seeking employment in profession,0.0,0.0,0.0,2.0,1.0,3.0,,0.0,0.0,,,
Licensed practical nurses,Northwest Territories,Employment status,Not stated,0.0,7.0,21.0,3.0,0.0,6.0,,3.0,2.0,,,
Licensed practical nurses,Northwest Territories,Location of graduation,Canadian educated,103.0,128.0,125.0,115.0,108.0,134.0,,167.0,141.0,,,
Licensed practical nurses,Northwest Territories,Location of graduation,Internationally educated,1.0,3.0,6.0,6.0,7.0,11.0,,22.0,25.0,,,
Licensed practical nurses,Northwest Territories,Location of graduation,Not stated,4.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
Licensed practical nurses,Northwest Territories,Years since graduation,<5 years,10.0,16.0,20.0,18.0,13.0,19.0,,32.0,21.0,,,
Licensed practical nurses,Northwest Territories,Years since graduation,5–10 years,26.0,36.0,35.0,36.0,35.0,52.0,,63.0,47.0,,,
Licensed practical nurses,Northwest Territories,Years since graduation,11–20 years,30.0,32.0,37.0,34.0,36.0,40.0,,68.0,72.0,,,
Licensed practical nurses,Northwest Territories,Years since graduation,21–30 years,21.0,23.0,21.0,18.0,14.0,12.0,,13.0,14.0,,,
Licensed practical nurses,Northwest Territories,Years since graduation,31+ years,21.0,26.0,18.0,15.0,17.0,22.0,,13.0,12.0,,,
Licensed practical nurses,Northwest Territories,Years since graduation,Not stated,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
Licensed practical nurses,Nunavut,Supply,Total,99.0,97.0,118.0,132.0,146.0,177.0,240.0,267.0,316.0,,,
Licensed practical nurses,Nunavut,Age,Age <25,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Age,Age 25–34,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Age,Age 35–44,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Age,Age 45–54,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Age,Age 55–64,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Age,Age 65+,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Age,Not stated,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Age,Average age,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Sex,Female,,,,,,,216.0,236.0,290.0,,,
Licensed practical nurses,Nunavut,Sex,Male,,,,,,,24.0,31.0,26.0,,,
Licensed practical nurses,Nunavut,Sex,Not stated,,,,,,,0.0,0.0,0.0,,,
Licensed practical nurses,Nunavut,Inflow,Total,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Inflow,Age <35,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Inflow,Age 35–54,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Inflow,Age 55+,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Inflow,Age not stated,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Outflow,Total,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Outflow,Age <35,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Outflow,Age 35–54,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Outflow,Age 55+,,,,,,,,,,,,
Licensed practical nurses,Nunavut,Outflow,Age not stated,,,,,,,,,,,,
